NAME,geometry,STATE,STATE_GEOCODE,Avg_CC_Jan,Avg_CC_Feb,Avg_CC_Mar,Avg_CC_Apr,Avg_CC_May,Avg_CC_Jun,Avg_CC_Jul,Avg_CC_Aug,Avg_CC_Sep,Avg_CC_Oct,Avg_CC_Nov,Avg_CC_Dec,CC_Level_Jan,CC_Level_Feb,CC_Level_Mar,CC_Level_Apr,CC_Level_May,CC_Level_Jun,CC_Level_Jul,CC_Level_Aug,CC_Level_Sep,CC_Level_Oct,CC_Level_Nov,CC_Level_Dec,Avg_CC_Summer,CC_Level_Summer,Avg_CC_Autumn,CC_Level_Autumn,Avg_CC_Winter,CC_Level_Winter,Avg_CC_Spring,CC_Level_Spring,ProbCC_30_Jan,ProbCC_30_Feb,ProbCC_30_Mar,ProbCC_30_Apr,ProbCC_30_May,ProbCC_30_Jun,ProbCC_30_Jul,ProbCC_30_Aug,ProbCC_30_Sep,ProbCC_30_Oct,ProbCC_30_Nov,ProbCC_30_Dec
18LXR,"POLYGON Z ((-74.09227431799997 -8.141019404999952 0, -73.09586963699996 -8.137569233999955 0, -73.09088498799997 -9.13018589099994 0, -74.08989670699998 -9.13406346499994 0, -74.09227431799997 -8.141019404999952 0))",AC,12,75.99,73.91,73.24,62.27,55.73,37.68,13.54,37.05,29.07,50.4,72.63,72.05,7,7,7,6,5,3,1,3,2,5,7,7,74.08,7,64.19,6,27.89,2,53.64,5,18.75,18.52,3.7,19.23,17.39,57.89,81.48,59.09,53.33,33.33,13.04,14.29
18LYQ,"POLYGON Z ((-73.18084308499994 -9.041687251999974 0, -72.18260926199997 -9.035375954999949 0, -72.17445434599995 -10.02728575099997 0, -73.17557257399994 -10.03430302599998 0, -73.18084308499994 -9.041687251999974 0))",AC,12,62.89,70.83,65.92,67.47,43.74,41.85,13.13,63.35,33.05,70.44,79.33,60.64,6,7,6,6,4,4,1,6,3,7,7,6,65.14,6,59.81,5,40.94,4,63.72,6,8.33,6.67,14.29,14.29,50.0,60.0,80.0,33.33,62.5,18.18,9.09,15.38
18LYR,"POLYGON Z ((-73.18514538599999 -8.137978066999949 0, -72.18926614299994 -8.132306258999961 0, -72.18191458999996 -9.124270961999969 0, -73.18039412199994 -9.130645369999968 0, -73.18514538599999 -8.137978066999949 0))",AC,12,70.93,75.34,69.12,59.4,45.7,40.94,14.61,71.43,27.19,62.13,86.8,63.9,7,7,6,5,4,4,1,7,2,6,8,6,70.59,7,59.02,5,40.86,4,61.86,6,7.69,6.25,14.29,28.57,45.45,40.0,78.57,25.0,75.0,27.27,0.0,25.0
18LZQ,"POLYGON Z ((-72.27149179999998 -9.036048067999957 0, -71.27404851699998 -9.027271041999938 0, -71.26327685899997 -10.01827426799997 0, -72.26359335899997 -10.02803304399993 0, -72.27149179999998 -9.036048067999957 0))",AC,12,72.47,83.15,79.7,62.95,39.16,35.45,6.15,38.27,23.09,47.7,74.27,73.24,7,8,7,6,3,3,0,3,2,4,7,7,76.42,7,62.85,6,25.35,2,50.01,5,11.54,10.71,8.57,21.43,48.0,45.0,91.67,55.0,80.0,52.63,4.17,3.7
18LZR,"POLYGON Z ((-72.27793931399998 -8.132910270999957 0, -71.28284153499999 -8.125022544999979 0, -71.27313093499998 -9.116085005999935 0, -72.27081897599999 -9.124949794999964 0, -72.27793931399998 -8.132910270999957 0))",AC,12,62.56,86.17,73.91,63.13,42.91,35.77,8.46,41.14,20.91,43.87,71.43,74.26,6,8,7,6,4,3,0,4,2,4,7,7,74.77,7,61.99,6,27.94,2,48.25,4,24.0,0.0,16.13,25.93,47.62,57.14,90.91,55.0,80.0,44.44,18.52,7.14
18MXS,"POLYGON Z ((-74.09419464599995 -7.236383950999937 0, -73.09989561199995 -7.233321356999966 0, -73.09544973599998 -8.225984791999963 0, -74.09207403099998 -8.229472946999977 0, -74.09419464599995 -7.236383950999937 0))",AC,12,73.79,72.15,72.58,61.62,58.72,43.25,18.45,43.03,25.26,54.79,68.71,74.96,7,7,7,6,5,4,1,4,2,5,6,7,73.63,7,64.58,6,33.78,3,52.44,5,13.33,11.54,7.14,17.86,20.83,52.63,68.0,45.45,62.5,31.58,16.67,8.0
18MXT,"POLYGON Z ((-74.09588341499995 -6.331712202999938 0, -73.10343613499998 -6.32903571099996 0, -73.09952344099997 -7.321740856999952 0, -74.09401712599998 -7.32484127999993 0, -74.09588341499995 -6.331712202999938 0))",AM,13,74.75,78.74,75.2,69.93,58.42,45.47,29.71,37.93,27.28,51.81,61.11,73.28,7,7,7,6,5,4,2,3,2,5,6,7,75.6,7,68.97,6,37.84,3,49.27,4,12.5,7.41,7.14,14.81,21.05,40.0,57.89,31.82,62.5,31.82,28.0,16.0
18MYS,"POLYGON Z ((-73.18898285999995 -7.233684263999976 0, -72.19520384099997 -7.228649589999975 0, -72.18864685499994 -8.220663876999936 0, -73.18474514599995 -8.226398125999935 0, -73.18898285999995 -7.233684263999976 0))",AC,12,66.87,77.62,66.12,63.51,40.69,51.84,17.24,71.51,35.86,63.3,77.35,77.71,6,7,6,6,4,5,1,7,3,6,7,7,73.9,7,59.26,5,47.46,4,61.13,6,26.67,6.67,15.38,14.29,50.0,40.0,72.73,25.0,62.5,27.27,9.09,15.38
18MYT,"POLYGON Z ((-73.19235760999999 -6.329352865999965 0, -72.20042559899997 -6.324952905999965 0, -72.19465494399998 -7.317011384999944 0, -73.18862811399998 -7.322108245999971 0, -73.19235760999999 -6.329352865999965 0))",AM,13,65.82,80.29,65.41,69.6,46.75,55.52,25.88,62.45,45.79,62.62,76.7,78.11,6,8,6,6,4,5,2,6,4,6,7,7,74.71,7,61.17,6,50.12,5,63.27,6,20.0,6.25,15.38,14.29,33.33,30.77,66.67,16.67,37.5,25.0,9.09,15.38
18MYU,"POLYGON Z ((-73.19527224699993 -5.425531019999937 0, -72.20493544599998 -5.421763287999966 0, -72.19994344299994 -6.413860514999953 0, -73.19204599999995 -6.418322819999958 0, -73.19527224699993 -5.425531019999937 0))",AM,13,76.39,77.95,83.56,74.15,64.24,52.2,15.99,46.81,26.43,48.49,75.24,68.27,7,7,8,7,6,5,1,4,2,4,7,6,74.34,7,74.37,7,38.33,3,53.08,5,7.14,11.54,0.0,14.29,30.43,31.82,81.82,50.0,72.22,52.38,11.54,28.0
18MYV,"POLYGON Z ((-73.19773390599994 -4.521138360999942 0, -72.20874440999995 -4.518001438999931 0, -72.20452531399997 -5.510131986999966 0, -73.19500718699999 -5.513961491999964 0, -73.19773390599994 -4.521138360999942 0))",AM,13,74.4,78.26,81.0,69.84,72.48,52.63,24.41,44.94,30.5,52.88,59.26,64.5,7,7,8,6,7,5,2,4,3,5,5,6,72.62,7,74.51,7,40.66,4,49.53,4,9.38,7.69,3.7,14.29,18.18,33.33,80.95,38.1,70.59,47.62,23.08,20.0
18MZS,"POLYGON Z ((-72.28369026099995 -7.229185751999978 0, -71.29068465499995 -7.222184059999961 0, -71.28202351999994 -8.213299978999942 0, -72.27733950399994 -8.221274537999932 0, -72.28369026099995 -7.229185751999978 0))",AM,13,66.11,85.96,67.21,67.24,61.28,43.67,8.47,48.65,25.52,35.61,72.63,76.66,6,8,6,6,6,4,0,4,2,3,7,7,75.67,7,65.42,6,32.92,3,48.25,4,23.08,4.55,10.53,18.52,25.0,46.15,87.5,50.0,66.67,52.94,10.0,13.64
18MZT,"POLYGON Z ((-72.28874778199997 -6.325421474999928 0, -71.29758213699995 -6.31930245999996 0, -71.28995961299995 -7.310465995999948 0, -72.28315862699998 -7.317554168999948 0, -72.28874778199997 -6.325421474999928 0))",AM,13,60.36,82.04,65.92,61.73,46.18,56.99,23.9,57.09,49.86,55.74,71.71,74.35,6,8,6,6,4,5,2,5,4,5,7,7,72.44,7,59.73,5,47.0,4,59.83,5,28.57,6.67,15.38,21.43,50.0,18.18,70.0,41.67,44.44,30.0,18.18,7.69
18MZU,"POLYGON Z ((-72.29311578199997 -5.422164528999929 0, -71.30353928399995 -5.416924739999956 0, -71.29694524899998 -6.408130005999965 0, -72.28828079099998 -6.414335722999965 0, -72.29311578199997 -5.422164528999929 0))",AM,13,65.04,79.84,77.61,68.23,54.64,55.29,32.53,53.54,37.04,71.78,77.02,71.04,6,7,7,6,5,5,3,5,3,7,7,7,72.18,7,67.48,6,47.31,4,64.36,6,21.43,6.67,0.0,7.69,18.18,27.27,72.73,41.67,62.5,22.22,16.67,7.69
18MZV,"POLYGON Z ((-72.29680494099995 -4.518335502999946 0, -71.30857064599996 -4.513972972999966 0, -71.30299753099996 -5.50521411099993 0, -72.29271854999996 -5.51053980699993 0, -72.29680494099995 -4.518335502999946 0))",AM,13,73.33,83.08,74.03,68.17,72.06,60.48,49.97,66.15,46.14,65.2,76.15,67.84,7,8,7,6,7,6,4,6,4,6,7,6,75.53,7,71.07,7,59.36,5,64.13,6,7.69,0.0,8.33,6.25,18.18,18.18,30.0,16.67,50.0,27.27,18.18,25.0
19LBK,"POLYGON Z ((-71.72887174199997 -9.036045362999971 0, -70.73057474699993 -9.042116075999957 0, -70.73558893699999 -10.03477981899994 0, -71.73677123199997 -10.02803003699995 0, -71.72887174199997 -9.036045362999971 0))",AC,12,72.0,85.15,76.04,60.51,34.14,36.75,8.47,25.09,23.85,36.86,71.5,70.44,7,8,7,6,3,3,0,2,2,3,7,7,75.56,7,60.21,6,22.89,2,44.83,4,14.81,12.0,17.65,32.26,57.14,65.22,92.0,52.63,60.0,42.86,18.18,7.14
19LBL,"POLYGON Z ((-71.72242337099993 -8.132907839999973 0, -70.72648168199999 -8.138363439999978 0, -70.73100187599994 -9.131078481999964 0, -71.72954465499998 -9.124947062999979 0, -71.72242337099993 -8.132907839999973 0))",AC,12,67.0,83.19,72.64,61.91,38.41,44.85,12.19,35.95,23.17,35.9,67.28,73.08,6,8,7,6,3,4,1,3,2,3,6,7,74.7,7,58.97,5,29.82,2,44.81,4,16.0,0.0,17.24,19.23,56.52,45.45,88.0,50.0,65.0,47.06,19.23,3.57
19LCJ,"POLYGON Z ((-70.82429937999996 -9.945890159999976 0, -69.82287379299999 -9.949853058999963 0, -69.82549043999995 -10.94281656899994 0, -70.83009731199996 -10.93844921599998 0, -70.82429937999996 -9.945890159999976 0))",AC,12,74.34,91.57,80.89,53.7,26.13,55.85,8.6,8.6,15.86,43.92,71.29,72.02,7,9,8,5,2,5,0,0,1,4,7,7,79.38,7,56.85,5,23.89,2,45.42,4,8.33,0.0,9.52,28.57,53.33,36.36,86.67,87.5,66.67,60.0,14.29,0.0
19LCK,"POLYGON Z ((-70.81952069299996 -9.041685446999963 0, -69.82071714799997 -9.045281956999929 0, -69.82309623099997 -10.03829984499993 0, -70.82479225599997 -10.03430101899994 0, -70.81952069299996 -9.041685446999963 0))",AC,12,75.92,93.79,87.76,55.72,27.52,45.15,6.99,2.27,20.56,34.73,68.08,74.34,7,9,8,5,2,4,0,0,2,3,6,7,80.69,8,62.15,6,20.47,2,39.22,3,7.69,0.0,0.0,26.67,66.67,53.85,92.31,100.0,75.0,50.0,11.11,6.67
19LCL,"POLYGON Z ((-70.81521753299995 -8.137976444999936 0, -69.81877511899995 -8.14120853299994 0, -69.82091980799999 -9.134276021999938 0, -70.81996974599997 -9.130643546999977 0, -70.81521753299995 -8.137976444999936 0))",AC,12,71.65,84.43,77.88,62.2,39.36,44.16,8.87,3.12,18.64,37.48,61.75,80.27,7,8,7,6,3,4,0,0,1,3,6,8,79.06,7,61.79,6,19.24,1,40.83,4,0.0,0.0,6.67,7.69,54.55,54.55,92.86,100.0,75.0,50.0,21.43,7.14
19LDJ,"POLYGON Z ((-69.91263436399998 -9.949620171999982 0, -68.91095863699996 -9.950853502999962 0, -68.91067545599998 -10.94391911999998 0, -69.91553634699994 -10.94255991299997 0, -69.91263436399998 -9.949620171999982 0))",AC,12,71.61,91.19,74.6,61.02,32.03,43.27,13.3,11.39,22.06,34.14,73.56,65.05,7,9,7,6,3,4,1,1,2,3,7,6,76.31,7,58.9,5,22.94,2,45.65,4,7.41,0.0,14.71,22.22,59.09,45.83,82.76,83.33,76.19,55.0,15.38,3.7
19LDK,"POLYGON Z ((-69.91024254299998 -9.045070601999953 0, -68.91119203399995 -9.046189903999959 0, -68.91093456399994 -10.03930935899996 0, -69.91288105799998 -10.03806484599994 0, -69.91024254299998 -9.045070601999953 0))",AC,12,61.91,92.59,77.19,60.7,29.94,41.07,6.58,9.21,21.33,30.83,76.49,73.1,6,9,7,6,2,4,0,0,2,3,7,7,76.06,7,60.61,6,18.3,1,44.33,4,14.29,0.0,11.43,34.48,68.42,50.0,89.29,78.95,76.19,52.63,13.04,7.14
19LDL,"POLYGON Z ((-69.90808874099997 -8.141018592999956 0, -68.91140220499994 -8.142024478999929 0, -68.91117010199997 -9.135193047999962 0, -69.91046730199997 -9.134062551999932 0, -69.90808874099997 -8.141018592999956 0))",AM,13,67.0,86.89,73.47,64.95,37.21,36.34,4.08,3.4,22.18,31.61,74.44,81.0,6,8,7,6,3,3,0,0,2,3,7,8,78.7,7,60.68,6,15.46,1,46.73,4,11.54,6.9,6.45,25.0,54.55,62.5,96.15,100.0,75.0,70.59,14.81,3.45
19LEJ,"POLYGON Z ((-69.00018246199994 -9.950865355999952 0, -67.99851955199995 -9.949365935999936 0, -67.99533516699995 -10.94227972899995 0, -69.00018304199995 -10.94393218299996 0, -69.00018246199994 -9.950865355999952 0))",AC,12,72.13,83.42,58.38,54.84,27.66,39.77,16.01,30.06,23.95,55.66,90.03,66.94,7,8,5,5,2,3,1,3,2,5,9,6,74.5,7,49.17,4,27.52,2,59.9,5,6.67,6.67,30.77,23.08,55.56,41.67,80.0,70.0,77.78,22.22,0.0,7.69
19LEK,"POLYGON Z ((-69.00018198399994 -9.046200660999943 0, -68.00114412899995 -9.044839870999965 0, -67.99824885099997 -10.03780830499994 0, -69.00018251099993 -10.03932131899995 0, -69.00018198399994 -9.046200660999943 0))",AC,12,66.39,89.96,73.41,68.54,39.19,33.63,11.53,21.31,19.95,50.71,82.43,74.43,6,8,7,6,3,3,1,2,1,5,8,7,76.74,7,62.55,6,21.17,2,53.04,5,14.29,0.0,15.15,15.38,54.55,60.87,90.0,78.95,66.67,41.18,12.0,13.79
19LEL,"POLYGON Z ((-69.00018155299995 -8.142034145999958 0, -68.00350752599996 -8.140811241999927 0, -68.00089749799997 -9.133829513999956 0, -69.00018202899997 -9.135203911999952 0, -69.00018155299995 -8.142034145999958 0))",AM,13,64.66,88.08,67.34,66.52,43.51,29.25,10.12,21.85,15.41,48.13,65.78,78.18,6,8,6,6,4,2,1,2,1,4,6,7,77.24,7,60.65,6,19.95,1,45.59,4,14.81,3.45,12.9,19.23,52.38,62.5,92.31,70.59,80.95,42.11,17.24,3.7
19LFJ,"POLYGON Z ((-68.08773051199995 -9.949621166999975 0, -67.08634358799998 -9.94539087499993 0, -67.08026207899997 -10.93789897499994 0, -68.08482968899995 -10.94256100999996 0, -68.08773051199995 -9.949621166999975 0))",AC,12,73.08,91.04,61.98,52.57,29.97,30.07,9.62,31.64,33.23,57.83,87.04,72.07,7,9,6,5,2,3,0,3,3,5,8,7,79.04,7,50.58,5,22.65,2,62.63,6,6.67,0.0,14.29,30.77,66.67,69.23,93.33,63.64,44.44,27.27,7.69,7.69
19LFK,"POLYGON Z ((-68.09012137699995 -9.045071504999953 0, -67.09135600499997 -9.041232322999974 0, -67.08582660599996 -10.03379720799995 0, -68.08748391699999 -10.03806585099994 0, -68.09012137699995 -9.045071504999953 0))",AC,12,69.78,86.01,74.36,53.89,33.8,37.44,12.54,36.99,32.74,66.45,72.75,79.3,6,8,7,5,3,3,1,3,3,6,7,7,78.51,7,55.57,5,28.37,2,59.31,5,6.67,6.25,0.0,35.71,54.55,64.29,85.71,63.64,55.56,11.11,7.69,7.14
19LFL,"POLYGON Z ((-68.09227431799997 -8.141019404999952 0, -67.09586963699996 -8.137569233999955 0, -67.09088498799997 -9.13018589099994 0, -68.08989670699998 -9.13406346499994 0, -68.09227431799997 -8.141019404999952 0))",AM,13,70.46,87.97,72.77,57.79,48.75,35.59,16.56,41.52,32.16,50.71,67.68,83.74,7,8,7,5,4,3,1,4,3,5,6,8,80.75,8,61.08,6,29.88,2,52.79,5,13.33,6.25,0.0,25.0,44.44,66.67,76.92,55.56,66.67,36.36,21.43,0.0
19LGK,"POLYGON Z ((-67.18084308499994 -9.041687251999974 0, -66.18260926199997 -9.035375954999949 0, -66.17445434599995 -10.02728575099997 0, -67.17557257399994 -10.03430302599998 0, -67.18084308499994 -9.041687251999974 0))",AM,13,75.81,75.59,60.98,48.16,51.06,25.64,6.57,19.79,24.91,47.18,79.62,78.28,7,7,6,4,5,2,0,1,2,4,7,7,76.53,7,53.61,5,16.66,1,54.4,5,10.34,10.0,21.43,34.48,42.11,73.91,92.59,76.19,75.0,31.82,8.0,10.71
19LGL,"POLYGON Z ((-67.18514538599999 -8.137978066999949 0, -66.18926614299994 -8.132306258999961 0, -66.18191458999996 -9.124270961999969 0, -67.18039412199994 -9.130645369999968 0, -67.18514538599999 -8.137978066999949 0))",AM,13,81.06,80.4,68.21,57.03,41.86,28.31,2.44,19.06,24.68,43.13,80.43,81.47,8,8,6,5,4,2,0,1,2,4,8,8,80.95,8,57.49,5,15.56,1,52.22,5,6.9,9.38,10.34,33.33,47.37,72.73,100.0,80.95,70.59,39.13,8.33,3.7
19LHK,"POLYGON Z ((-66.27149179999998 -9.036048067999957 0, -65.27404851699998 -9.027271041999938 0, -65.26327685899997 -10.01827426799997 0, -66.26359335899997 -10.02803304399993 0, -66.27149179999998 -9.036048067999957 0))",AM,13,82.98,64.81,53.05,38.26,48.33,34.27,3.19,6.54,39.82,60.78,86.79,76.74,8,6,5,3,4,3,0,0,3,6,8,7,75.28,7,46.41,4,13.62,1,66.12,6,6.67,23.08,42.86,50.0,27.27,60.0,100.0,100.0,57.14,25.0,8.33,14.29
19LHL,"POLYGON Z ((-66.27793931399998 -8.132910270999957 0, -65.28284153499993 -8.125022544999979 0, -65.27313093499998 -9.116085005999935 0, -66.27081897599999 -9.124949794999964 0, -66.27793931399998 -8.132910270999957 0))",AM,13,78.45,77.29,73.78,63.43,55.97,26.21,1.54,7.68,27.68,46.94,82.23,72.81,7,7,7,6,5,2,0,0,2,4,8,7,76.33,7,65.01,6,10.92,1,55.35,5,13.79,12.9,11.54,23.33,30.0,76.19,100.0,85.71,64.71,41.67,4.0,15.38
19MBM,"POLYGON Z ((-71.71667165999997 -7.229183593999949 0, -70.72283083999997 -7.234026345999951 0, -70.72686245699998 -8.226787741999942 0, -71.72302326099998 -8.221272080999938 0, -71.71667165999997 -7.229183593999949 0))",AM,13,66.73,83.79,68.18,68.01,56.02,40.87,15.32,34.85,19.78,46.23,70.35,81.84,6,8,6,6,5,4,1,3,1,4,7,8,77.38,7,65.12,6,29.71,2,48.27,4,21.43,0.0,13.33,12.0,38.89,50.0,82.61,61.9,72.22,42.11,20.0,3.57
19MBN,"POLYGON Z ((-71.71161346699995 -6.325419589999967 0, -70.71962021799999 -6.32965182199996 0, -70.72316833299993 -7.322454553999933 0, -71.71720336499999 -7.317551984999966 0, -71.71161346699995 -6.325419589999967 0))",AM,13,75.46,87.49,76.71,67.18,54.03,34.19,19.44,31.93,29.82,45.03,73.23,84.81,7,8,7,6,5,3,1,3,2,4,7,8,82.76,8,67.02,6,28.55,2,51.74,5,8.0,0.0,6.9,10.34,31.82,56.52,63.64,66.67,57.89,38.89,12.0,6.9
19MBP,"POLYGON Z ((-71.70724488799993 -5.422162914999944 0, -70.71684733299998 -5.425787018999927 0, -70.71991667399993 -6.418626010999958 0, -71.71208051999997 -6.414333810999949 0, -71.70724488799993 -5.422162914999944 0))",AM,13,75.73,82.95,75.57,71.37,59.66,36.5,29.55,33.4,31.84,52.27,84.04,83.45,7,8,7,7,5,3,2,3,3,5,8,8,80.86,8,69.6,6,33.09,3,58.82,5,15.38,7.14,6.67,10.71,13.04,57.14,72.73,61.9,68.42,38.89,8.0,6.9
19MBQ,"POLYGON Z ((-71.70355523799998 -4.518334157999959 0, -70.71450539699998 -4.521351497999945 0, -70.71709950299999 -5.514221687999964 0, -71.70764217199996 -5.510538165999947 0, -71.70355523799998 -4.518334157999959 0))",AM,13,81.38,76.89,78.58,75.38,78.61,58.43,51.2,59.6,45.7,68.7,79.34,75.3,8,7,7,7,7,5,5,5,4,6,7,7,77.79,7,77.39,7,56.23,5,67.18,6,0.0,0.0,0.0,0.0,9.09,11.11,41.67,25.0,57.14,18.18,9.09,15.38
19MBR,"POLYGON Z ((-71.70054277099996 -3.614480434999962 0, -70.71259329599997 -3.61689244799993 0, -70.71471538999998 -4.609788717999947 0, -71.70388607599995 -4.606712115999926 0, -71.70054277099996 -3.614480434999962 0))",AM,13,83.91,85.53,73.06,71.8,70.91,53.11,51.49,71.73,43.81,58.93,78.27,85.36,8,8,7,7,7,5,5,7,4,5,7,8,84.93,8,72.09,7,60.0,5,62.75,6,7.14,0.0,0.0,13.33,12.5,11.11,41.67,21.43,57.14,10.0,9.09,0.0
19MCM,"POLYGON Z ((-70.81137929199997 -7.23368282399997 0, -69.81704291599993 -7.236551832999965 0, -69.81895578499996 -8.229664156999945 0, -70.81561785299994 -8.226396485999942 0, -70.81137929199997 -7.23368282399997 0))",AM,13,72.99,73.63,69.44,67.15,61.12,48.64,12.47,4.08,15.98,34.82,63.52,90.19,7,7,6,6,6,4,1,0,1,3,6,9,80.16,8,66.41,6,21.41,2,40.71,4,9.09,9.09,11.11,16.67,33.33,50.0,84.62,100.0,72.73,37.5,21.43,0.0
19MCN,"POLYGON Z ((-70.80800386899995 -6.329351607999968 0, -69.81551958699998 -6.331858919999945 0, -69.81720304499999 -7.325011235999966 0, -70.81173410899999 -7.322106787999928 0, -70.80800386899995 -6.329351607999968 0))",AM,13,62.92,53.46,50.38,42.79,41.14,15.14,11.0,2.84,17.91,20.76,55.79,66.81,6,5,5,4,4,1,1,0,1,2,5,6,61.36,6,45.51,4,9.85,0,32.88,3,28.0,36.0,34.38,40.0,45.0,86.96,86.36,100.0,78.95,70.0,39.13,27.59
19MCP,"POLYGON Z ((-70.80508864899997 -5.425529942999958 0, -69.81420395199996 -5.427676976999976 0, -69.81566024399996 -6.42086438299998 0, -70.80831554099996 -6.418321542999934 0, -70.80508864899997 -5.425529942999958 0))",AM,13,76.05,76.45,72.15,75.83,60.34,35.04,27.63,20.22,27.37,48.61,79.85,82.74,7,7,7,7,6,3,2,2,2,4,7,8,78.55,7,70.51,7,27.63,2,55.61,5,8.0,7.69,16.67,7.41,21.05,66.67,71.43,80.95,64.71,33.33,12.0,7.14
19MCQ,"POLYGON Z ((-70.80262649899998 -4.521137462999945 0, -69.81309278899994 -4.522925028999964 0, -69.81432359699994 -5.516142631999969 0, -70.80535376299997 -5.513960395999959 0, -70.80262649899998 -4.521137462999945 0))",AM,13,79.3,72.03,69.38,77.03,64.02,39.07,31.84,26.5,36.34,51.52,73.91,84.84,7,7,6,7,6,3,3,2,3,5,7,8,78.48,7,70.31,7,32.73,3,55.59,5,3.7,12.9,12.5,0.0,22.73,39.13,58.33,65.0,45.0,11.11,12.0,7.14
19MCR,"POLYGON Z ((-70.80061624699994 -3.616721351999956 0, -69.81218556899995 -3.618150300999957 0, -69.81319242299998 -4.611393153999927 0, -70.80284727099996 -4.609570479999945 0, -70.80061624699994 -3.616721351999956 0))",AM,13,76.59,76.79,64.93,70.63,64.62,45.76,32.46,40.69,31.64,50.22,77.62,87.25,7,7,6,7,6,4,3,4,3,5,7,8,80.3,8,66.82,6,39.85,3,55.6,5,7.69,14.29,15.15,10.71,10.0,34.78,57.14,43.48,61.11,33.33,12.5,7.14
19MDM,"POLYGON Z ((-69.90616764499998 -7.236383230999934 0, -68.91158966799998 -7.237276118999944 0, -68.91138265299998 -8.230489085999977 0, -69.90828910799996 -8.229472125999962 0, -69.90616764499998 -7.236383230999934 0))",AM,13,70.0,70.07,65.14,68.36,59.37,48.7,10.47,1.38,26.82,36.59,64.54,83.08,6,7,6,6,5,4,1,0,2,3,6,8,75.25,7,64.84,6,20.17,2,44.34,4,8.33,22.22,16.67,21.43,20.0,40.0,91.67,100.0,63.64,33.33,30.77,0.0
19MDN,"POLYGON Z ((-69.90447820099996 -6.33171157299995 0, -68.91175452599998 -6.332491893999929 0, -68.91157233799998 -7.325744467999925 0, -69.90634523599994 -7.324840550999966 0, -69.90447820099996 -6.33171157299995 0))",AM,13,76.73,66.37,60.08,72.98,63.9,22.93,20.85,4.39,33.52,47.27,69.45,86.13,7,6,6,7,6,2,2,0,3,4,6,8,77.12,7,65.28,6,17.33,1,50.86,5,0.0,30.77,29.41,7.14,14.29,75.0,64.29,100.0,45.45,22.22,8.33,6.25
19MDP,"POLYGON Z ((-69.90301909899995 -5.427550802999974 0, -68.91189690699997 -5.428218997999977 0, -68.91173930399998 -6.421506325999928 0, -69.90463419699995 -6.420714948999944 0, -69.90301909899995 -5.427550802999974 0))",AM,13,75.78,82.06,66.03,84.89,47.14,50.34,33.82,10.69,30.58,55.87,70.73,90.72,7,8,6,8,4,5,3,1,3,5,7,9,83.7,8,66.02,6,32.99,3,53.88,5,0.0,9.09,23.53,0.0,45.45,27.27,58.33,88.89,30.0,14.29,15.38,0.0
19MDQ,"POLYGON Z ((-69.90178676699998 -4.522819979999952 0, -68.91201715899996 -4.523376301999974 0, -68.91188395799998 -5.516693539999949 0, -69.90315179199996 -5.516014388999963 0, -69.90178676699998 -4.522819979999952 0))",AM,13,75.21,79.7,60.34,83.4,59.04,50.0,32.61,11.59,37.46,63.49,72.22,92.2,7,7,6,8,5,4,3,1,3,6,7,9,82.96,8,67.11,6,32.18,3,57.47,5,8.33,7.14,29.41,0.0,8.33,33.33,70.0,75.0,58.33,12.5,15.38,0.0
19MDR,"POLYGON Z ((-69.90078061599996 -3.618066326999951 0, -68.91211533999996 -3.618511040999977 0, -68.91200637599997 -4.611853289999942 0, -69.90189726499995 -4.611286040999971 0, -69.90078061599996 -3.618066326999951 0))",AM,13,72.31,69.66,62.73,85.08,72.21,47.62,41.68,25.02,30.18,60.43,78.53,90.06,7,6,6,8,7,4,4,2,3,6,7,9,78.61,7,72.04,7,39.34,3,55.1,5,8.33,16.67,23.53,0.0,9.09,27.27,60.0,75.0,69.23,37.5,8.33,0.0
19MDS,"POLYGON Z ((-69.89999980099998 -2.713837142999978 0, -68.91219153299994 -2.714170526999965 0, -68.91210665599993 -3.707532852999975 0, -69.90086960699995 -3.707077168999945 0, -69.89999980099998 -2.713837142999978 0))",AM,13,67.31,67.43,55.25,74.23,71.35,64.09,41.04,39.1,30.25,59.11,75.93,93.31,6,6,5,7,7,6,4,3,3,5,7,9,78.01,7,65.9,6,49.4,4,55.85,5,16.67,18.18,26.67,25.0,9.09,15.38,53.85,25.0,66.67,12.5,7.14,0.0
19MDT,"POLYGON Z ((-69.89944241899997 -1.809051473999943 0, -68.91224592299994 -1.809273619999942 0, -68.91218504299997 -2.802651091999962 0, -69.90006630899995 -2.802306822999981 0, -69.89944241899997 -1.809051473999943 0))",AM,13,63.12,80.02,65.6,79.96,69.47,59.13,47.94,39.96,25.79,38.11,77.78,87.04,6,8,6,7,6,5,4,3,2,3,7,8,77.21,7,71.2,7,49.25,4,50.44,5,26.92,10.34,28.12,12.0,21.74,33.33,32.0,54.55,70.59,52.94,13.04,3.45
