NAME,geometry,STATE,STATE_GEOCODE,Avg_CC_Jan,Avg_CC_Feb,Avg_CC_Mar,Avg_CC_Apr,Avg_CC_May,Avg_CC_Jun,Avg_CC_Jul,Avg_CC_Aug,Avg_CC_Sep,Avg_CC_Oct,Avg_CC_Nov,Avg_CC_Dec,CC_Level_Jan,CC_Level_Feb,CC_Level_Mar,CC_Level_Apr,CC_Level_May,CC_Level_Jun,CC_Level_Jul,CC_Level_Aug,CC_Level_Sep,CC_Level_Oct,CC_Level_Nov,CC_Level_Dec,Avg_CC_Summer,CC_Level_Summer,Avg_CC_Autumn,CC_Level_Autumn,Avg_CC_Winter,CC_Level_Winter,Avg_CC_Spring,CC_Level_Spring,ProbCC_30_Jan,ProbCC_30_Feb,ProbCC_30_Mar,ProbCC_30_Apr,ProbCC_30_May,ProbCC_30_Jun,ProbCC_30_Jul,ProbCC_30_Aug,ProbCC_30_Sep,ProbCC_30_Oct,ProbCC_30_Nov,ProbCC_30_Dec
22MCS,"POLYGON Z ((-52.81137929199997 -7.23368282399997 0, -51.81704291599993 -7.236551832999965 0, -51.81895578499996 -8.229664156999945 0, -52.81561785299994 -8.226396485999942 0, -52.81137929199997 -7.23368282399997 0))",PA,15,76.58,77.78,68.16,65.75,26.43,9.91,0.24,7.18,35.86,59.93,59.36,63.27,7,7,6,6,2,0,0,0,3,5,5,6,72.74,7,57.16,5,5.95,0,53.9,5,6.67,0.0,15.38,16.67,75.0,81.82,100.0,90.91,42.86,36.36,9.09,23.08
22MCT,"POLYGON Z ((-52.80800386899995 -6.329351607999968 0, -51.81551958699998 -6.331858919999945 0, -51.81720304499999 -7.325011235999966 0, -52.81173410899999 -7.322106787999928 0, -52.80800386899995 -6.329351607999968 0))",PA,15,72.54,77.48,68.96,76.16,35.89,4.42,4.4,17.75,23.82,54.19,59.24,67.13,7,7,6,7,3,0,0,1,2,5,5,6,72.13,7,63.29,6,8.58,0,49.32,4,13.33,0.0,7.14,7.69,55.56,90.0,91.67,80.0,66.67,22.22,18.18,15.38
22MCU,"POLYGON Z ((-52.80508864899997 -5.425529942999958 0, -51.81420395199996 -5.427676976999976 0, -51.81566024399996 -6.42086438299998 0, -52.80831554099996 -6.418321542999934 0, -52.80508864899997 -5.425529942999958 0))",PA,15,78.55,83.42,77.28,80.73,30.75,7.01,21.96,37.7,24.76,73.43,77.25,78.95,7,8,7,8,3,0,2,3,2,7,7,7,80.14,8,65.48,6,22.18,2,64.03,6,0.0,0.0,7.69,0.0,63.64,88.89,71.43,44.44,66.67,0.0,10.0,0.0
22MCV,"POLYGON Z ((-52.80262649899998 -4.521137462999945 0, -51.81309278899994 -4.522925028999964 0, -51.81432359699994 -5.516142631999969 0, -52.80535376299997 -5.513960395999959 0, -52.80262649899998 -4.521137462999945 0))",PA,15,62.94,61.37,59.45,46.17,28.32,8.81,8.5,20.59,18.11,37.34,55.09,50.02,6,6,5,4,2,0,0,2,1,3,5,5,57.99,5,46.3,4,12.37,1,38.57,3,25.0,32.0,31.03,41.38,57.14,91.67,93.55,76.0,72.22,52.17,33.33,35.71
22MDA,"POLYGON Z ((-51.90078061599996 -3.618066326999951 0, -50.91211533999996 -3.618511040999977 0, -50.91200637599997 -4.611853289999942 0, -51.90189726499995 -4.611286040999971 0, -51.90078061599996 -3.618066326999951 0))",PA,15,85.34,85.57,86.7,80.3,49.86,19.13,19.96,39.82,66.09,74.66,75.35,84.26,8,8,8,8,4,1,1,3,6,7,7,8,85.05,8,75.74,7,25.65,2,72.56,7,0.0,0.0,0.0,0.0,11.11,61.54,70.0,50.0,0.0,0.0,0.0,0.0
22MDB,"POLYGON Z ((-51.89999980099998 -2.713837142999978 0, -50.91219153299994 -2.714170526999965 0, -50.91210665599993 -3.707532852999975 0, -51.90086960699995 -3.707077168999945 0, -51.89999980099998 -2.713837142999978 0))",PA,15,81.56,88.24,81.96,74.28,50.53,22.0,23.89,27.49,41.08,64.43,75.18,76.15,8,8,8,7,5,2,2,2,4,6,7,7,81.8,8,69.6,6,24.22,2,61.98,6,0.0,0.0,0.0,0.0,7.69,61.54,83.33,60.0,50.0,11.11,0.0,0.0
22MDC,"POLYGON Z ((-51.89944241899997 -1.809051473999943 0, -50.91224592299994 -1.809273619999942 0, -50.91218504299997 -2.802651091999962 0, -51.90006630899995 -2.802306822999981 0, -51.89944241899997 -1.809051473999943 0))",PA,15,76.03,92.01,74.72,77.05,53.43,24.78,14.28,19.52,30.47,48.13,72.75,68.82,7,9,7,7,5,2,1,1,3,4,7,6,78.48,7,69.55,6,19.39,1,53.58,5,0.0,0.0,7.14,0.0,9.09,72.73,91.67,71.43,71.43,22.22,0.0,0.0
22MDD,"POLYGON Z ((-51.89910831799995 -0.9042566429999397 0, -50.91227852399993 -0.9043676559999767 0, -50.91224156599998 -1.897755313999937 0, -51.89948706199993 -1.897522295999977 0, -51.89910831799995 -0.9042566429999397 0))",PA,15,75.52,90.3,70.99,72.6,47.76,31.67,28.57,17.15,26.4,38.01,71.44,67.41,7,9,7,7,4,3,2,1,2,3,7,6,77.32,7,65.32,6,24.69,2,47.56,4,0.0,0.0,15.38,0.0,10.0,55.56,63.64,78.57,57.14,41.67,0.0,15.38
22MDE,"POLYGON Z ((-51.89899708599995 5.684341886080801e-14 0, -50.91228937799997 5.684341886080801e-14 0, -50.91227628199994 -0.9933928719999585 0, -51.89913129799999 -0.993270928999948 0, -51.89899708599995 5.684341886080801e-14 0))",PA,15,72.04,89.67,73.69,74.58,62.09,43.2,33.84,18.0,25.33,30.13,65.39,73.22,7,8,7,7,6,4,3,1,2,3,6,7,78.41,7,71.03,7,32.77,3,42.83,4,6.9,3.7,10.71,3.7,15.79,39.13,50.0,83.33,76.47,61.9,16.0,8.7
22MDS,"POLYGON Z ((-51.90616764499998 -7.236383230999934 0, -50.91158966799998 -7.237276118999944 0, -50.91138265299998 -8.230489085999977 0, -51.90828910799996 -8.229472125999962 0, -51.90616764499998 -7.236383230999934 0))",PA,15,60.48,76.12,70.26,68.22,29.9,4.16,1.37,11.61,21.24,48.21,58.74,59.5,6,7,7,6,2,0,0,1,2,4,5,5,64.84,6,58.79,5,5.55,0,44.33,4,27.59,8.33,13.79,19.23,65.0,94.44,100.0,85.0,68.75,42.86,30.0,29.63
22MDT,"POLYGON Z ((-51.90447820099996 -6.33171157299995 0, -50.91175452599998 -6.332491893999929 0, -50.91157233799998 -7.325744467999925 0, -51.90634523599994 -7.324840550999966 0, -51.90447820099996 -6.33171157299995 0))",PA,15,69.37,75.82,74.77,80.62,39.13,10.86,4.72,14.16,23.52,49.1,60.49,74.91,6,7,7,8,3,1,0,1,2,4,6,7,73.09,7,66.62,6,9.63,0,46.98,4,13.33,4.35,10.71,8.7,65.0,86.36,95.83,85.0,64.29,38.1,23.81,18.52
22MDU,"POLYGON Z ((-51.90301909899995 -5.427550802999974 0, -50.91189690699997 -5.428218997999977 0, -50.91173930399998 -6.421506325999928 0, -51.90463419699995 -6.420714948999944 0, -51.90301909899995 -5.427550802999974 0))",PA,15,83.4,76.54,82.07,76.44,33.9,20.05,21.81,26.0,29.27,72.31,71.08,80.17,8,7,8,7,3,2,2,2,2,7,7,8,80.2,8,67.84,6,22.5,2,62.33,6,0.0,0.0,0.0,7.14,44.44,72.73,58.33,60.0,50.0,0.0,22.22,0.0
22MDV,"POLYGON Z ((-51.90178676699998 -4.522819979999952 0, -50.91201715899996 -4.523376301999974 0, -50.91188395799998 -5.516693539999949 0, -51.90315179199996 -5.516014388999963 0, -51.90178676699998 -4.522819979999952 0))",PA,15,83.99,81.47,86.92,77.7,45.35,18.2,27.52,37.43,53.22,74.69,77.78,83.75,8,8,8,7,4,1,2,3,5,7,7,8,83.11,8,71.07,7,27.41,2,70.94,7,0.0,7.69,0.0,0.0,27.27,72.73,63.64,50.0,14.29,7.69,0.0,0.0
22MEA,"POLYGON Z ((-51.00018009199994 -3.618515314999968 0, -50.01152683599997 -3.617974653999966 0, -50.01030151999998 -4.611169109999935 0, -51.00018031499997 -4.611858740999935 0, -51.00018009199994 -3.618515314999968 0))",PA,15,81.28,82.42,83.73,74.55,46.44,10.27,16.42,32.4,49.85,61.3,72.77,71.31,8,8,8,7,4,1,1,3,4,6,7,7,78.37,7,70.36,7,19.09,1,62.25,6,0.0,0.0,0.0,7.14,30.0,90.91,81.48,45.0,17.65,22.73,9.09,7.41
22MEB,"POLYGON Z ((-51.00017993599994 -2.71417373099996 0, -50.01238363599998 -2.713768418999962 0, -50.01142918499994 -3.706983234999939 0, -51.00018010899998 -3.707537231999936 0, -51.00017993599994 -2.71417373099996 0))",PA,15,78.19,83.47,78.65,71.1,55.49,13.14,12.03,27.04,31.69,56.51,66.77,66.85,7,8,7,7,5,1,1,2,3,5,6,6,76.0,7,69.19,6,16.72,1,53.24,5,3.23,0.0,0.0,6.9,9.09,86.36,88.0,63.16,58.82,23.81,18.18,25.93
22MEC,"POLYGON Z ((-51.00017982399999 -1.809275754999931 0, -50.01299525999997 -1.809005680999974 0, -50.01231065599995 -2.802235855999925 0, -51.00017994899997 -2.802654400999927 0, -51.00017982399999 -1.809275754999931 0))",PA,15,73.08,84.69,72.32,68.65,37.84,20.92,19.03,12.32,30.23,53.22,67.53,69.73,7,8,7,6,3,2,1,1,3,5,6,6,75.34,7,59.83,5,17.11,1,53.57,5,13.33,0.0,15.38,0.0,38.46,72.73,76.92,85.71,57.14,16.67,0.0,14.29
22MED,"POLYGON Z ((-51.00017975699996 -0.9043687229999477 0, -50.01336187399994 -0.9042337579999753 0, -50.01294627199997 -1.897474262999935 0, -51.00017983299995 -1.897757553999952 0, -51.00017975699996 -0.9043687229999477 0))",PA,15,72.4,86.63,69.22,71.99,42.57,21.26,20.57,13.65,19.17,35.32,63.87,67.04,7,8,6,7,4,2,2,1,1,3,6,6,75.21,7,62.45,6,18.58,1,42.5,4,6.67,0.0,14.29,7.69,36.36,66.67,72.73,90.91,71.43,40.0,9.09,15.38
22MEE,"POLYGON Z ((-51.00017973499996 5.684341886080801e-14 0, -50.01348393099994 5.684341886080801e-14 0, -50.01333665799996 -0.9932457919999251 0, -51.00017976199996 -0.993394043999956 0, -51.00017973499996 5.684341886080801e-14 0))",PA,15,71.33,93.42,73.49,71.5,45.64,42.04,37.06,13.4,20.71,49.45,63.76,69.43,7,9,7,7,4,4,3,1,2,4,6,6,77.53,7,64.87,6,31.16,3,47.88,4,6.67,0.0,15.38,0.0,27.27,33.33,54.55,90.91,71.43,30.0,18.18,14.29
22MES,"POLYGON Z ((-51.00018116899997 -7.237284699999975 0, -50.00561557099996 -7.236199171999942 0, -50.00328765999996 -8.229262491999975 0, -51.00018159299998 -8.230498859999955 0, -51.00018116899997 -7.237284699999975 0))",PA,15,60.99,77.22,69.96,74.09,36.02,6.05,2.48,11.35,19.86,45.6,62.61,58.68,6,7,6,7,3,0,0,1,1,4,6,5,65.0,6,62.75,6,6.49,0,44.34,4,24.14,13.04,10.34,8.33,61.11,90.0,100.0,90.0,81.25,47.62,30.0,30.77
22MET,"POLYGON Z ((-51.00018083099997 -6.332499393999967 0, -50.00746942199999 -6.331550718999949 0, -50.00542069799997 -7.324654218999967 0, -51.00018120399994 -7.325753154999973 0, -51.00018083099997 -6.332499393999967 0))",PA,15,66.19,71.25,70.72,74.19,26.81,11.58,3.11,13.62,29.29,51.28,67.13,62.7,6,7,7,7,2,1,0,1,2,5,6,6,66.42,6,58.99,5,8.77,0,51.05,5,17.24,8.7,10.71,12.0,68.18,88.89,100.0,90.0,66.67,14.29,15.0,25.0
22MEU,"POLYGON Z ((-51.00018053899998 -5.428225419999933 0, -50.00907051599995 -5.427413061999971 0, -50.00729824499996 -6.420551815999943 0, -51.00018086199998 -6.421513931999925 0, -51.00018053899998 -5.428225419999933 0))",PA,15,79.6,80.35,80.02,75.29,29.04,13.0,12.39,20.4,39.66,58.99,74.71,71.19,7,8,8,7,2,1,1,2,3,5,7,7,76.98,7,64.73,6,14.98,1,59.59,5,3.33,0.0,3.45,6.9,71.43,86.36,76.0,75.0,50.0,8.7,0.0,11.11
22MEV,"POLYGON Z ((-51.00018029299997 -4.52338164799994 0, -50.01042277199997 -4.522705299999927 0, -50.00892490999996 -5.515874389999965 0, -51.00018056599998 -5.516700066999931 0, -51.00018029299997 -4.52338164799994 0))",PA,15,81.08,80.46,82.5,75.77,42.33,15.18,14.32,33.95,56.97,60.9,73.51,78.17,8,8,8,7,4,1,1,3,5,6,7,7,79.9,7,68.93,6,20.35,2,64.04,6,0.0,4.35,3.45,3.57,40.91,77.27,75.0,42.11,17.65,13.64,0.0,7.14
22MFA,"POLYGON Z ((-50.09957952199994 -3.618066685999963 0, -49.11118510499995 -3.616541317999975 0, -49.10884495499994 -4.609340839999959 0, -50.09846331899996 -4.611286498999959 0, -50.09957952199994 -3.618066685999963 0))",PA,15,54.33,59.02,55.84,42.64,32.72,4.24,11.99,27.11,42.77,41.57,55.9,45.92,5,5,5,4,3,0,1,2,4,4,5,4,53.02,5,44.71,4,14.5,1,47.16,4,31.25,32.0,32.14,48.28,47.62,94.44,85.19,60.0,46.67,52.38,28.57,48.15
22MFB,"POLYGON Z ((-50.10036002499999 -2.713837411999975 0, -49.11282145299998 -2.712693902999945 0, -49.11099860699994 -3.705514542999936 0, -50.09949056699998 -3.707077536999975 0, -50.10036002499999 -2.713837411999975 0))",PA,15,72.55,80.49,70.93,72.41,41.69,13.46,15.25,28.4,39.43,39.2,68.53,58.3,7,8,7,7,4,1,1,2,3,3,6,5,70.27,7,62.68,6,18.59,1,48.71,4,3.45,0.0,10.71,10.71,29.17,85.0,84.0,63.16,52.94,52.17,21.05,19.23
22MFC,"POLYGON Z ((-50.10091718399997 -1.809051652999926 0, -49.11398955499993 -1.80828969199996 0, -49.11268207199998 -2.801126258999943 0, -50.10029354399995 -2.80230710099994 0, -50.10091718399997 -1.809051652999926 0))",PA,15,62.93,80.45,69.8,62.19,38.9,17.6,11.22,13.73,33.3,38.36,59.17,56.11,6,8,6,6,3,1,1,1,3,3,5,5,65.68,6,58.15,5,13.98,1,44.21,4,3.57,4.17,3.7,11.11,40.91,73.91,89.29,91.67,58.82,54.55,19.05,24.14
22MFD,"POLYGON Z ((-50.10125115199997 -0.9042567319999648 0, -49.11468972999995 -0.9038759559999789 0, -49.11389599699999 -1.896723233999978 0, -50.10087255899998 -1.897522483999978 0, -50.10125115199997 -0.9042567319999648 0))",PA,15,66.44,81.97,71.36,59.9,40.61,22.76,15.94,12.76,24.38,35.09,54.86,59.37,6,8,7,5,4,2,1,1,2,3,5,5,68.69,6,58.34,5,17.11,1,39.64,3,7.14,8.7,7.14,14.29,34.78,61.9,81.48,100.0,81.25,55.0,18.18,23.08
22MFE,"POLYGON Z ((-50.10136233999998 5.684341886080801e-14 0, -49.11492283999996 5.684341886080801e-14 0, -49.11464157099994 -0.9928527609999378 0, -50.10122818099995 -0.9932710269999347 0, -50.10136233999998 5.684341886080801e-14 0))",PA,15,74.8,83.53,69.14,67.46,48.96,34.98,22.22,14.57,24.34,37.0,52.65,60.35,7,8,6,6,4,3,2,1,2,3,5,6,72.22,7,62.86,6,23.91,2,39.01,3,3.57,8.7,11.54,14.29,28.57,42.86,66.67,95.0,81.25,52.63,20.0,25.0
22MFS,"POLYGON Z ((-50.09419464599995 -7.236383950999937 0, -49.09989561199995 -7.233321356999966 0, -49.09544973599998 -8.225984791999963 0, -50.09207403099998 -8.229472946999977 0, -50.09419464599995 -7.236383950999937 0))",PA,15,53.95,78.9,61.32,73.92,27.59,4.89,3.2,14.64,42.36,54.08,70.93,54.89,5,7,6,7,2,0,0,1,4,5,7,5,61.14,6,54.78,5,7.33,0,56.33,5,26.67,18.18,18.75,7.69,61.54,100.0,100.0,80.0,55.56,22.22,10.0,28.57
22MFT,"POLYGON Z ((-50.09588341499995 -6.331712202999938 0, -49.10343613499998 -6.32903571099996 0, -49.09952344099997 -7.321740856999952 0, -50.09401712599998 -7.32484127999993 0, -50.09588341499995 -6.331712202999938 0))",PA,15,64.39,76.22,64.18,76.21,30.29,7.15,3.31,17.46,44.43,66.39,72.99,62.87,6,7,6,7,3,0,0,1,4,6,7,6,67.11,6,56.78,5,8.45,0,61.69,6,13.33,18.18,6.67,0.0,61.54,100.0,100.0,80.0,33.33,11.11,10.0,28.57
22MFU,"POLYGON Z ((-50.09734193399999 -5.427551341999958 0, -49.10649394499995 -5.425259436999966 0, -49.10310921799999 -6.418001169999968 0, -50.09572748099998 -6.420715586999961 0, -50.09734193399999 -5.427551341999958 0))",PA,15,79.37,80.78,72.53,71.5,27.47,10.93,8.53,31.54,57.0,72.53,76.68,64.64,7,8,7,7,2,1,0,3,5,7,7,6,74.36,7,59.45,5,16.47,1,68.74,6,0.0,0.0,7.14,14.29,72.73,80.0,91.67,50.0,30.0,0.0,10.0,13.33
22MFV,"POLYGON Z ((-50.09857377399993 -4.522820428999978 0, -49.10907652599997 -4.520912246999956 0, -49.10621586399998 -5.513685455999962 0, -50.09720929399998 -5.516014936999966 0, -50.09857377399993 -4.522820428999978 0))",PA,15,82.25,72.7,73.93,74.21,37.39,7.68,24.51,57.18,80.48,63.33,73.93,66.24,8,7,7,7,3,0,2,5,8,6,7,6,74.01,7,65.14,6,27.22,2,72.36,7,0.0,18.18,13.33,7.69,44.44,83.33,69.23,11.11,0.0,20.0,9.09,23.08
22MGA,"POLYGON Z ((-49.19974375599998 -3.616722068999934 0, -48.21185429399998 -3.614214464999975 0, -48.20840287299995 -4.606372861999944 0, -49.19751317799995 -4.609571393999943 0, -49.19974375599998 -3.616722068999934 0))",PA,15,78.88,70.1,75.09,61.65,56.45,9.25,11.34,64.47,64.52,61.03,66.74,50.38,7,7,7,6,5,0,1,6,6,6,6,5,67.27,6,64.46,6,26.81,2,64.22,6,0.0,8.33,0.0,6.67,33.33,90.0,84.62,10.0,22.22,25.0,22.22,30.77
22MGB,"POLYGON Z ((-49.20130348599997 -2.712829405999969 0, -48.21426770399995 -2.710949551999931 0, -48.21157923299995 -3.703130293999948 0, -49.19956598999994 -3.705699752999976 0, -49.20130348599997 -2.712829405999969 0))",PA,15,65.11,72.18,70.46,63.31,31.9,17.43,11.95,49.39,52.69,51.29,52.19,44.92,6,7,7,6,3,1,1,4,5,5,5,4,59.62,5,56.39,5,23.99,2,52.04,5,0.0,0.0,7.14,7.14,50.0,81.82,84.62,22.22,22.22,40.0,36.36,40.0
22MGC,"POLYGON Z ((-49.20241689499994 -1.808379981999963 0, -48.21599051299995 -1.807127364999928 0, -48.21406213399996 -2.799324956999953 0, -49.20117063099997 -2.801266184999974 0, -49.20241689499994 -1.808379981999963 0))",PA,15,55.19,70.72,67.83,60.47,41.55,21.85,11.9,22.22,42.52,35.27,49.36,40.19,5,7,6,6,4,2,1,2,4,3,4,4,53.75,5,56.88,5,18.37,1,42.38,4,14.29,0.0,6.67,14.29,42.86,83.33,92.31,81.82,30.0,54.55,36.36,42.86
22MGD,"POLYGON Z ((-49.20308428499993 -0.9039210769999499 0, -48.21702318699994 -0.9032951039999375 0, -48.21585252599994 -1.89550402499998 0, -49.20232771699995 -1.896817942999974 0, -49.20308428499993 -0.9039210769999499 0))",PA,15,59.26,74.05,66.15,49.72,33.4,34.69,15.7,10.44,31.65,28.67,40.63,47.71,5,7,6,4,3,3,1,1,3,2,4,4,59.2,5,50.54,5,20.74,2,33.95,3,7.69,10.0,6.67,28.57,61.54,54.55,91.67,100.0,55.56,70.0,36.36,38.46
22MGE,"POLYGON Z ((-49.20330647999998 5.684341886080801e-14 0, -48.21736699599995 5.684341886080801e-14 0, -48.21695215799997 -0.9922147199999358 0, -49.20303838099994 -0.9929023239999424 0, -49.20330647999998 5.684341886080801e-14 0))",PA,15,70.72,70.96,53.66,52.76,36.97,33.16,21.37,10.18,28.8,33.17,26.73,51.07,7,7,5,5,3,3,2,1,2,3,2,5,64.07,6,48.06,4,21.54,2,29.24,2,0.0,27.27,21.43,35.71,53.85,55.56,76.92,100.0,66.67,62.5,63.64,38.46
22MGS,"POLYGON Z ((-49.18898285999995 -7.233684263999976 0, -48.19520384099997 -7.228649589999975 0, -48.18864685499994 -8.220663876999936 0, -49.18474514599995 -8.226398125999935 0, -49.18898285999995 -7.233684263999976 0))",TO,17,59.9,77.25,59.91,65.53,33.71,3.82,2.83,11.65,33.3,49.2,57.86,64.45,5,7,5,6,3,0,0,1,3,4,5,6,66.79,6,54.8,5,5.83,0,47.84,4,21.43,16.67,18.75,15.38,66.67,100.0,96.43,80.0,52.63,21.05,24.0,16.0
22MGT,"POLYGON Z ((-49.19235760999993 -6.329352865999965 0, -48.20042559899997 -6.324952905999965 0, -48.19465494399998 -7.317011384999944 0, -49.18862811399998 -7.322108245999971 0, -49.19235760999993 -6.329352865999965 0))",TO,17,69.08,77.87,64.91,61.72,28.61,2.66,4.83,15.06,36.4,53.09,66.88,63.78,6,7,6,6,2,0,0,1,3,5,6,6,70.1,7,53.46,5,7.17,0,53.32,5,17.24,12.0,13.79,15.38,68.18,100.0,96.3,75.0,57.89,41.18,20.83,19.23
22MGU,"POLYGON Z ((-49.19527224699993 -5.425531019999937 0, -48.20493544599998 -5.421763287999966 0, -48.19994344299994 -6.413860514999953 0, -49.19204599999995 -6.418322819999958 0, -49.19527224699993 -5.425531019999937 0))",PA,15,76.14,85.05,73.12,67.75,27.92,5.41,9.33,23.38,44.08,52.25,70.96,70.59,7,8,7,6,2,0,0,2,4,5,7,7,76.95,7,60.05,6,12.33,1,56.21,5,10.71,4.17,12.5,16.0,63.16,89.47,88.46,73.68,55.0,35.29,14.29,18.52
22MGV,"POLYGON Z ((-49.19773390599994 -4.521138360999942 0, -48.20874440999995 -4.518001438999931 0, -48.20452531399997 -5.510131986999966 0, -49.19500718699993 -5.513961491999964 0, -49.19773390599994 -4.521138360999942 0))",PA,15,80.46,70.18,70.51,62.68,46.86,6.35,17.25,53.53,73.52,61.19,64.83,49.65,8,7,7,6,4,0,1,5,7,6,6,4,66.5,6,60.34,6,24.27,2,66.22,6,0.0,18.18,14.29,21.43,30.77,90.0,75.0,33.33,0.0,30.0,0.0,28.57
22MHA,"POLYGON Z ((-48.29981700799993 -3.614481509999962 0, -47.31267859499997 -3.61099416899998 0, -47.30811950099996 -4.602265276999958 0, -48.29647414699997 -4.606713486999979 0, -48.29981700799993 -3.614481509999962 0))",PA,15,70.19,81.7,76.17,62.35,46.54,17.1,16.84,35.21,48.44,51.03,74.18,70.97,7,8,7,6,4,1,1,3,4,5,7,7,74.22,7,62.59,6,23.21,2,58.83,5,10.0,0.0,3.33,7.41,28.0,78.95,85.19,37.5,31.58,38.89,9.09,20.0
22MHB,"POLYGON Z ((-48.30215450599997 -2.711149745999933 0, -47.31586655799998 -2.70853541799994 0, -47.31231525599998 -3.699830563999967 0, -48.29955059799994 -3.703403925999964 0, -48.30215450599997 -2.711149745999933 0))",PA,15,65.54,79.02,73.97,61.81,38.19,23.58,20.61,33.12,40.03,41.03,62.52,65.63,6,7,7,6,3,2,2,3,4,4,6,6,69.79,6,58.68,5,25.2,2,48.56,4,10.71,0.0,0.0,14.81,44.0,66.67,74.07,50.0,45.0,55.0,13.04,22.22
22MHC,"POLYGON Z ((-48.30382312599994 -1.807260761999942 0, -47.31814228699994 -1.805518735999954 0, -47.31559501299995 -2.796832004999942 0, -48.30195540299997 -2.799531686999956 0, -48.30382312599994 -1.807260761999942 0))",PA,15,61.09,80.48,73.16,59.49,43.87,22.27,12.9,15.9,32.31,37.56,54.06,65.54,6,8,7,5,4,2,1,1,3,3,5,6,68.74,6,59.97,5,16.3,1,42.42,4,19.23,4.17,0.0,24.0,43.48,78.95,83.87,84.21,57.89,50.0,20.83,19.23
22MHD,"POLYGON Z ((-48.30482331799993 -0.9033617669999785 0, -47.31950639099995 -0.9024912199999449 0, -47.31796001399994 -1.893816672999947 0, -48.30368947899996 -1.895643949999965 0, -48.30482331799993 -0.9033617669999785 0))",PA,15,62.07,76.81,66.89,57.86,33.62,19.39,19.79,11.6,34.67,38.2,43.52,52.27,6,7,6,5,3,1,1,1,3,3,4,5,63.31,6,53.77,5,17.36,1,39.12,3,7.69,9.09,0.0,9.09,33.33,70.0,69.23,100.0,55.56,44.44,45.45,25.0
22MHE,"POLYGON Z ((-48.30515631299994 5.684341886080801e-14 0, -47.31996054299998 5.684341886080801e-14 0, -47.31941256599998 -0.9913316879999456 0, -48.30475452299999 -0.9922879459999763 0, -48.30515631299994 5.684341886080801e-14 0))",PA,15,69.09,66.85,59.5,57.95,36.31,28.41,23.12,7.51,25.15,24.46,23.73,43.21,6,6,5,5,3,2,2,0,2,2,2,4,59.17,5,50.93,5,20.46,2,24.45,2,21.43,27.27,14.29,20.0,53.85,70.0,64.29,100.0,66.67,66.67,66.67,50.0
22MHS,"POLYGON Z ((-48.28369026099995 -7.229185751999978 0, -47.29068465499995 -7.222184059999961 0, -47.28202351999994 -8.213299978999942 0, -48.27733950399994 -8.221274537999932 0, -48.28369026099995 -7.229185751999978 0))",TO,17,66.7,75.02,56.24,53.73,36.51,3.67,3.81,10.0,44.9,51.41,54.3,71.48,6,7,5,5,3,0,0,0,4,5,5,7,71.39,7,50.0,4,5.9,0,50.69,5,9.09,21.43,12.5,30.77,54.55,88.89,91.67,90.91,50.0,30.0,28.57,9.09
22MHT,"POLYGON Z ((-48.28874778199997 -6.325421474999928 0, -47.29758213699995 -6.31930245999996 0, -47.28995961299995 -7.310465995999948 0, -48.28315862699998 -7.317554168999948 0, -48.28874778199997 -6.325421474999928 0))",TO,17,63.29,76.47,67.5,62.77,28.77,3.41,1.0,15.11,35.91,46.57,65.46,65.3,6,7,6,6,2,0,0,1,3,4,6,6,68.03,6,55.44,5,6.21,0,50.37,5,19.23,17.39,16.67,14.81,66.67,94.12,100.0,80.0,57.89,42.11,26.09,26.92
22MHU,"POLYGON Z ((-48.29311578199997 -5.422164528999929 0, -47.30353928399995 -5.416924739999956 0, -47.29694524899998 -6.408130005999965 0, -48.28828079099998 -6.414335722999965 0, -48.29311578199997 -5.422164528999929 0))",TO,17,72.95,79.42,72.22,62.43,31.06,5.75,6.47,20.17,47.53,51.87,66.22,68.71,7,7,7,6,3,0,0,2,4,5,6,6,73.6,7,57.72,5,10.37,1,55.93,5,14.29,8.0,12.5,15.38,59.09,95.0,91.67,73.68,36.84,36.84,8.7,15.38
22MHV,"POLYGON Z ((-48.29680494099995 -4.518335502999946 0, -47.30857064599996 -4.513972972999966 0, -47.30299753099996 -5.50521411099993 0, -48.29271854999996 -5.51053980699993 0, -48.29680494099995 -4.518335502999946 0))",MA,21,69.14,78.61,75.79,61.48,46.53,13.16,14.86,28.89,45.42,47.75,62.57,65.67,6,7,7,6,4,1,1,2,4,4,6,6,70.99,7,62.6,6,19.29,1,52.69,5,16.13,8.0,3.45,15.38,31.82,88.24,72.73,47.62,26.32,38.89,21.74,28.0
22NBF,"POLYGON Z ((-53.69553619499993 0.9039037310000708 0, -52.70941548899998 0.9045062020000501 0, -52.70920586999995 -0.08844309399995609 0, -53.69520594499994 -0.08838418899995304 0, -53.69553619499993 0.9039037310000708 0))",PA,15,66.76,79.05,74.74,79.79,72.95,46.14,37.61,24.06,29.1,30.97,44.56,68.69,6,7,7,7,7,4,3,2,2,3,4,6,71.6,7,76.21,7,36.59,3,36.07,3,14.29,0.0,7.14,0.0,11.11,0.0,47.06,55.56,70.0,50.0,46.15,0.0
